Title,Subtitle,Status,SupportStatus,Year,imdbRating,Studio,Earnings,Budget,Key,Remarks,Interesting?
RIDE WITH THE DEVIL,,LIMITED,Assisted,1999,6.7,Universal Pictures,635096,38000000,RIDE WITH THE DEVIL_1999,"CIVIL WAR ERA PICTURE DEPICTED MILITIA TYPE WARFARE IN FAIRLY STRAIGHTFORWARD MANNER, TO BE CONSIDERED INFORMING ABOUT A LITTLE-KNOWN ASPECT OF US. MILITARY HISTORY. APPROVED USE OF FIELD SETTING AT FORT LEAVENWORTH FOR SEVERAL DAYS.",
RANDOM HEARTS,,APPROVED,Assisted,1999,5.2,Columbia Pictures,74608570,64000000,RANDOM HEARTS_1999,"APPROVED USE OF NAVY SEARCH AND RESCUE PEOPLE AND EQUIPMENT TO ENACT FICTIONAL SAR EFFORTS AT CRASH SITE OF COMMERCIAL AIRCRAFT. MOVIE IS ESSENTIALLY A NON-MILITARY MELODRAMA / MYSTERY, BUT WITH 9-10 MINS OF NAVY COMMERCIAL.",Y
"GENERAL'S DAUGHTER, THE",,OTHER,Not assisted,1999,,,,,"GENERAL'S DAUGHTER, THE_1999",MURDER MYSTERY ABOUT WHO KILLED DAUGHTER OF A POLITICALLY AMBITIOUS GENERAL WHO TRIES TO SUPPRESS EVIDENCE. NEGATIVE SCENES INCLUDE USMA CADET DAUGHTER RAPED BY FELLOW CADETS AND COMPLIANCE BY OFFICERS IN COVER UP.,
"PERFECT STORM, THE",,APPROVED,Assisted,2000,,,,,"PERFECT STORM, THE_2000","AFTER WEEKS OF PROTRACTED SCRIPT NEGOTIATIONS, THE PRODUCTION COMPANY AND DOD REACHED AN ACCOMMODATION THAT WAS ACCEPTABLE. ON THIS DATE, SAAV SIGNED LETTER TO DUNCAN HENDERSON ADVISING HIM THAT ASSISTANCE WAS APPROVED. ASSISTANCE CONSISTS OF FILMING FOR A FEW DAYS AT A NAVY/ANG INSTALLATION (PT MUGU) WITH FLYING AND NONFLYING HELICOPTERS; LOAN OF A HH-60 BLACKHAWK ""CARCASS"" FROM THE DAVIS MONTHAN BONEYARD.",
50/50,,DENIED,Not assisted,,,,,,50/50_,NEVER WAS OFFICIALLY SUBMITTED TO DOD. IT WAS STOPPED BEFORE IT GOT TO THE DEPARTMENT NO REASON FOR SUPPORT WAS EVER FORTHCOMING. NO FILE EXISTS,
ROCKETS RED GLARE,,APPROVED,Assisted,2000,,,,,ROCKETS RED GLARE_2000,"APPROVED FILMING AT VARIOUS SITES AT VANDENBERG AIR FORCE BASE, CA, FOR APPROXIMATELY ONE WEEK. INCLUDED AIR FORCE VEHICLES AND EXTRAS. ALTHOUGH MAIN CHARACTER IS A HIGH SCHOOL STUDENT, THERE IS AMPLE VERY POSITIVE AIR FORCE PRESENCE (FAMILY MEMBERS, ETC), AND VERY POSITIVE DEPICTION OF AIR FORCE INVOLVEMENT IN THE US SPACE PROGRAM.",
BOMBARDIER,,APPROVED,Assisted,2000,,,,,BOMBARDIER_2000,WORLD WAR II FILM ABOUT TRAINING OF BOMBARDIERS AND BOMBERS IN ACTION. FILMED AT BOMBARDIER TRAINING FACILITY IN ARIZONA,
DESTINY,,APPROVED,Assisted,,,,,,DESTINY_,"THE NAVY, AIR FORCE, AND MARINE CORPS APPROVED THE FILM FINDING IT SUSPENSEFUL, EXCITING, AND PROOF THAT IT IS OF MUTUAL ADVANTAGE TO PRODUCER AND DOD TO WORK TOGETHER. PREMIERE IN DC THE DEPARTMENT AND THE MARINE CORPS APPROVED ASSISTANCE TO THE PRODUCTION ALLOWING THE CORPS TO PROVIDE OFFICE SCENES. NO RECORD OF FILM BEING MADE",
BRIDGE TO THE SUN,RUN TIGER RUN,LIMITED,Assisted,,,,,,BRIDGE TO THE SUN_,"THE FILM WAS APPROVED SEPT. 1932, UNDER THE NAME ""RUN TIGER RUN,"" BY THE DEPARTMENT AND THE AIR FORCE. THE REQUEST FOR F-4 STOCK FOOTAGE WAS APPROVED. NO RECORD FILM WAS COMPLETED",
LIFE FLIGHT,,APPROVED,Assisted,,,,,,LIFE FLIGHT_,"THE NATIONAL GUARD BUREAU APPROVED USE OF AN APPROPRIATE HELICOPTER FOR THE PRODUCTION. NO RECORD FILM MADE WITH THIS TITLE",
RULES OF ENGAGEMENT,,APPROVED,Assisted,2000,6.4,Seven Arts Pictures,71732303,60000000,RULES OF ENGAGEMENT_2000,DATE APPROXIMATED WHEN THIS PROJECT WAS RECEIVED AND SCRIPT REVIEW UNDERTAKEN,
U-571,,OTHER,Not assisted,2000,6.6,Universal Pictures,127666415,62000000,U-571_2000,"SUBMARINE MOVIE TO END ALL SUBMARINE MOVIES. DIRECTOR WANTED TO SHOW LIFE ABOARD A WWII SUBMARINE AND HE DID. HOWEVER, THE STORY EXCEEDS THE LIMITS OF DRAMATIC LICENSE AND BEARS NO RESEMBLANCE TO HISTORICAL REALITY OR ACCURATE PORTRAYALS OF LIFE ABOARD A SUBMARINE.",
HUEY,,OTHER,Not assisted,,,,,,HUEY_,"THE LAST ACTION TAKEN WAS DOD INFORMING THE PRODUCER OF THE SCRIPT'S INACCURACIES. THE FILM DEPICTED THE ARMY. IT PROBABLY WOULD HAVE BEEN DENIED, BUT THE PROJECT EVENTUALLY DIED.",
BEHIND ENEMY LINES,,APPROVED,Assisted,2001,6.4,Twentieth Century Fox,91753202,40000000,BEHIND ENEMY LINES_2001,"AFTER PROTRACTED SCRIPT NEGOTIATIONS OVER CHARACTER AND TECHNICAL DETAILS, APPROVED FILMING INT AND EXT SCENES ABOARD SHIPS AND USN/USMC AIR STATIONS FOR THIS STORY INSPIRED BY THE USAF CAPT SCOTT O'GRADY BOSNIA SHOOTDOWN INCIDENT. REASONABLY POSITIVE DEPICTION AND RELATIVELY MODEST MILITARY ASSISTANCE, SINCE THE RESCUE OPERATION WILL BE FILMED IN SLOVAKIA WITH CIVILIAN HUEY AIRCRAFT.",
"GREEN DRAGON, THE",,APPROVED,Assisted,2001,,,,,"GREEN DRAGON, THE_2001","DOD APPROVED FILMING FOR APPROXIMATELY 4 WEEKS AT A RELATIVELY REMOTE TRAINING AREA AT MARINE CORPS BASE CAMP PENDLETON, CA. INCLUDED USE OF QUONSET HUTS, OTHER STRUCTURES, OFF-DUTY MARINE EXTRAS; MINIMAL IMPACT ON INSTALLATION, EXCELLENT DEPICTION OF ACTUAL HISTORICAL VIETNAMESE REFUGEE CAMP SET UP AFTER THE FALL OF SAIGON IN 1975. PATRICK SWAYZE PLAYS A VERY SYMPATHETIC AND HELPFUL MARINE GUNNERY SERGEANT.",
HEARTS IN ATLANTIS,,APPROVED,Assisted,2001,6.9,Castle Rock Entertainment,30919415,31000000,HEARTS IN ATLANTIS_2001,"APPROVED FILMING A COUNTY FAIR-TYPE SCENE SET UP AT THE ARMY'S FORT STORY INSTALLATION IN VIRGINIA BEACH, VA. LENGTHY SET-UP/TEAR DOWN, BUT ONLY SEVERAL DAYS FILMING. VIRTUALLY NO MILITARY PRESENCE, ASIDE FROM ARMY RECRUITERS AT THE FAIR AND REFERENCES TO ONE OF THE MAIN CHARACTERS AS A DECORATED VIETNAM VET. ON THE OTHER HAND, NOT MUCH IMPACT ON THE SITE, AS THE LOCATION IS SOMEWHAT ISOLATED",
SUM OF ALL FEARS,"SUM OF ALL FEARS, THE",APPROVED,Assisted,2002,,,,,SUM OF ALL FEARS_2002,"REQUESTED PERMISSION TO FILM THE NAOC AIRCRAFT IN FLIGHT DURING A ROUTINE REFUELING BY A KC-10 FOR AERIAL SEQUENCES; REQUESTED AIRFORCE FOR PERMISSION TO FILM B-2 AND F-16 AIRCRAFT WHILE IN FLIGHT, IN GROUND TAXI AND TAKE OFF ACTIVITIES AS WELL. IN ADDITION, PRODUCERS REQUESTED AND DOD APPROVED FILMING NEAR MONTREAL, CANADA WITH TWO MARINE CORPS CH-53 AND TWO ARMY CH-60 HELICOPTERS, ARMY DISASTER RELIEF EQUIPMENT, AS WELL AS MILITARY EXTRAS. THERE WAS A SECOND FILMING UNIT IN SAN DIEGO, CA THAT DID FILM ADDITIONAL MILITARY SEQUENCES AS WELL.",
DINOSAUR,,LIMITED,Assisted,,,,,,DINOSAUR_,THE DEPARTMENT OF DEFENSE APPROVED AND PROVIDED AN INFORMAL TOUR OF THE PENTAGON TO BE USED AS BACKGROUND IN THE FILM. NO RECORD OF FILM BEING MADE,
WE WERE SOLDIERS,WE WERE SOLDIERS ONCE... AND YOUNG,APPROVED,Assisted,2002,7.2,Icon Entertainment International,115374915,75000000,WE WERE SOLDIERS_2002,"SCREEN ADAPTATION OF THIS WELL-KNOWN VIETNAM TRUE STORY, ABOUT THE TRAINING OF A UNIT THAT EVENTUALLY TOOK PART IN THE FIRST MAJOR GROUND ENGAGEMENT WITH A LARGE NORTH VIETNAMESE ARMY FORCE IN 1964, AND STARRING MEL GIBSON AS THE ACTUAL ARMY OFFICER. APPROVED PRODUCTION ASSISTANCE, WHICH INCLUDED FILMING FOR SEVERAL WEEKS AT FORT BENNING, GEORGIA, AND FOR APPROXIMATELY ONE MONTH AT FORT HUNTER-LIGGETT, CA (AS VIETNAM). ALSO INVOLVED STATIC/FLYING HELICOPTERS, ARTILLERY PIECES, MILITARY EXTRAS, AND OTHER FORMS OF (ARMY) EQUIPMENT. ALSO CONDUCTED COMPREHENSIVE ACTOR ORIENTATION (INCLUDING MR GIBSON) AT FORT BENNING.",
ANTWONE FISHER,THE ANTWONE FISHER STORY,APPROVED,Assisted,2002,7.3,Fox Searchlight Pictures,23367586,12500000,ANTWONE FISHER_2002,"AFTER THE NAVY WORKED ON SCRIPT NEGOTIATIONS FOR MONTHS, MAINLY ON CHARACTER ISSUES SUCH AS EXCESSIVE PROFANITY, THE FORMAL REQUEST CAME IN. FILMING ASSISTANCE CONSISTED OF FILMING FOR SEVERAL DAYS IN PORT AND AT SEA (SECOND UNIT) ON AN AMPHIBIOUS SHIP HOMEPORTED IN SAN DIEGO, CA, AND ALSO FILMING AT NAVAL STATION, NAVAL AIR STATION, AND BALBOA NAVAL HOSPITAL FOR SEVERAL DAYS AT EACH LOCATION, ALL IN THE SAN DIEGO AREA.",
WINDTALKERS,,APPROVED,Assisted,2002,6.1,Metro-Goldwyn-Mayer (MGM),77628265,115000000,WINDTALKERS_2002,"DOD APPROVED FILMING AT VARIOUS SITES AT MARINE CORPS BASE KANEOHE BAY, HI, FOR APPROXIMATELY FOUR WEEKS. INCLUDED USMC AND NAVY IN HAWAII AND CALIFORNIA. MILITARY EXTRAS, VEHICLES, TECHNICAL ADVISORS, ROUTINE ASSISTANCE. FILM IS POSITIVE DEPICTION OF RELATIONSHIP BETWEEN A MARINE INFANTRY NCO ASSIGNED TO PROTECT A MARINE NAVAJO CODE TALKER IN THE PACIFIC THEATER DURING WWII. ACTION ADVENTURE GENRE PICTURE DIRECTED BY JOHN WOO.",
RACE TO SPACE,,APPROVED,Assisted,2002,,,,,RACE TO SPACE_2002,"APPROVED FILMING IN AND AROUND HANGARS AND OTHER SITES AT EDWARDS AIR FORCE BASE, CA, FOR APPROXIMATELY 2 WEEKS AND AT A LAUNCH PAD, MUSEUM, AND OTHER SITES AT CAPE CANAVERAL AIR STATION, FL, FOR APPROXIMATELY 1 WEEK. VERY POSITIVE DEPICTION OF AIR FORCE IN THIS FICTIONALIZED DRAMATIZATION OF THE NASA/AIR FORCE PROJECT THAT SENT A MONKEY INTO SPACE, PAVING THE WAY FOR US MANNED SPACE FLIGHT.",
IN THE LINE OF DUTY,STANDOFF AT MARION,DENIED,Not assisted,,,,,,IN THE LINE OF DUTY_,"AFTER THE UTAH STATE FILM COMMISSION FORWARDED THE SCRIPT, DOD DETERMINED THAT THE REQUEST FOR A UH-1H HELICOPTER WOULD BE DECLINED DUE TO AN INACCURATE SCENE AND THE POSSIBILITY OF COMPETITION BETWEEN DOD AND A PRIVATE INDUSTRY. NO RECORD OF FILM BEING MADE,",
PIONEER CHRISTMAS,,APPROVED,Assisted,,,,,,PIONEER CHRISTMAS_,"THE DOD AND THE NGB ALLOWED USE OF AND ISOLATED FOREST LOCATION ON THE GROUNDS OF CAMP G. W. WILLIAMS FOR FILMING PORTIONS OF THE SUBJECT MOTION PICTURE. NO FILE, NO RECORD OF FILM BEING MADE",
THE PACKAGE,,DENIED,Not assisted,,,,,,THE PACKAGE_,THE DEPARTMENT AND THE ARMY DENIED ASSISTANCE. THE DOD AND THE AIR FORCE PROVIDED ONLY COURTESY ASSISTANCE BEING A VISIT TO SEE AND SHOOT STILLS OF AN AIR FORCE TRANSPORT PLANE,
1968,,OTHER,Not assisted,,,,,,1968_,"THE FILM STARTED OUT VERY NEGATIVE FOR THE ARMY. THE ARMY WANTED THEM TO MAKE CHANGES TO POSSIBLY APPROVE THE FILM. EVIDENTLY, IT DIED, BECAUSE THE DEPARTMENT NEVER HEARD ANY STATUS REPORT.",
THE SPEED OF LIGHT,,OTHER,Not assisted,,,,,,THE SPEED OF LIGHT_,"AFTER THE PRODUCTION, WROTE THE NAVY AND THEY WANTED A REWRITE. THERE WAS NO OTHER INFORMATION. NO FILE, NO RECORD OF FILM BEING MADE.",
THE SEARCH FOR BILLY,,OTHER,Not assisted,,,,,,THE SEARCH FOR BILLY_,"THE PRODUCTION APPARENTLY WITHDREW REQUEST FOR ASSISTANCE AFTER NO BASIS WAS FOUND TO PROVIDE ASSISTANCE. BOTH THE AIR FORCE AND THE DOD FELT IT WAS JUNK. NO RECORD OF FILM BEING MADE.",
BLACK HAWK DOWN,,APPROVED,Assisted,2002,,,,,BLACK HAWK DOWN_2002,"SECRETARY OF DEFENSE MESSAGE TRANSMITTED INDICATING APPROVAL OF ASSISTANCE FILMMAKERS REQUESTED THE INVOLVEMENT OF BLACK HAWK AND ""LITTLE BIRD"" AIRCRAFT, PLUS APPROX. 25 FAST-ROPE-CAPABLE RANGERS, TO REENACT IN MOROCCO THE CONFLICT THAT TOOK PLACE IN MOGADISHU, SOMALIA, IN 1993, AS WRITTEN IN THE MARK BOWDEN BOOK OF THE SAME TITLE. BECAUSE THE INVOLVEMENT TOOK PLACE OVERSEAS, A FORMAL DEPLOYMENT ORDER WAS REQUIRED. ULTIMATELY THE DEPLOYMENT WAS APPROVED PERSONALLY BY THE CHAIRMAN OF THE JOINT CHIEFS OF STAFF [GEN HENRY SHELTON) AND THE SECRETARY OF DEFENSE (HON. DONALD RUMSFELD). THE B AIRCRAFT CAME FROM THE US ARMY SPECIAL OPERATIONS COMMAND AND CONSISTED OF 4 MH-E-(T AND 4 AHIMH-E LITTLE BIRDS, THE RANGERS, AND UP TO APPROX. SIXTY SUPPORT AND COMMAND AND CONTROL PERSONNEL DEPLOYED FOR APPROX. 2 MONTHS.",
SAIGON,,DENIED,Not assisted,,,,,,SAIGON_,"THE FILM WAS DENIED BY THE ARMY. THEY FELT ITS DEPICTION OF CID OPERATIONS, ORGANIZATION, PERSONNEL AND THEIR ACTIVITIES WAS INACCURATE AND SENSATIONALIZED. NO RECORD OF FILM BEING MADE.",
TEARS OF THE SUN,HOSTILE RESCUE,APPROVED,Assisted,2003,6.6,Cheyenne Enterprises,86468162,75000000,TEARS OF THE SUN_2003,"AFTER LENGTHY SCRIPT NEGOTIATIONS — MOSTLY TO INCREASE MILITARY REALISM AMONG THE SEAL TEAM MEMBERS AND BETWEEN THE TEAM AND HIGHER AUTHORITY, AND ALSO TO PREVENT THE DEPICTION OF THE US GOVT AS COMPLICIT IN NASTY CONSPIRACIES OVERSEAS — APPROVED FILMING IN HAWAII WITH NAVY HELICOPTERS. ASSISTANCE ALSO INCLUDED FILMING A SEAL TEAM PARACHUTING (SOUTHERN CALIFORNIA) AND FILMING HELICOPTERS OPERATING ABOARD SHIP (WATERS NEAR SAN DIEGO).",
THE TUSKEGEE AIRMEN,NEVER PRODUCED,APPROVED,Assisted,,,,,,THE TUSKEGEE AIRMEN_,"THE FILM WAS APPROVED BY THE AIR FORCE, ARMY, AND THE DEPARTMENT OF DEFENSE IN NOVEMBER, 1984 AFTER MUCH SCRIPT NEGOTIATIONS. FINAL DRAFT, PROVED TO BE HISTORICALLY ACCURATE. PROJECT EXISTED FOR MANY, MANY YEARS AND THIS EFFORT WAS NOT SUCCESSFUL (THIS PRODUCER, THIS PROJECT).",
"CORE, THE",,APPROVED,Assisted,2003,,,,,"CORE, THE_2003","AFTER FAIRLY LENGTHY SCRIPT NEGOTIATIONS DESIGNED TO INCREASE MILITARY REALISM AMONG THE MILITARY CHARACTERS AND ALSO TO AVOID THE IMPRESSION THAT THE US. ON ITS OWN AND WITHOUT ANY PARTICULAR REASON CREATED A MACHINE THAT COULD DISRUPT THE EARTH'S CORE AND DESTROY THE WORLD. IT WAS DECIDED THAT, LIKE NUCLEAR DETERRENCE, THE US. BUILD A VERSION OF THE MACHINE TO PREVENT AN ADVERSARY FROM USING ITS ALREADY EXISTING MACHINE. ASSISTANCE WAS MODEST, CONSISTING PRIMARILY OF FILMING FDR SEVERAL DAYS ABOARD A NAVY SHIP.",Y
JURASSIC PARK III,,APPROVED,Assisted,2003,,,,,JURASSIC PARK III_2003,"FIRST APPROACHED IN JUNE 2000 WITH A SCRIPT THAT FEATURED A ""BAD"" MILITARY FORCE THAT EVENTUALLY FOUGHT DINOSAURS OR ATTEMPTED TO DO SO. SCRIPT REWRITTEN AT OUR SUGGESTION TO ELIMINATE ALL MILITARY REFERENCES, SINCE NO POSITIVE MILITARY PORTRAYAL SEEMED FEASIBLE. THEN IN NOVEMBER 2000, THE PRODUCTION COMPANY EXPRESSED AN INTEREST IN WRITING A MILITARY RESCUE SCENE AT THE END. ULTIMATELY WE CAME UP WITH A MUTUALLY AGREEABLE SCENARIO. DOD APPROVED FILMING IN HAWAII ON A PRIVATE ESTATE AT KAUAI WITH NAVY HELICOPTERS, MARINE CORPS AMPHIBIOUS ASSAULT VEHICLES, AND MILITARY EXTRAS",
DAY AFTER TOMORROW,,APPROVED,Assisted,2004,,,,,DAY AFTER TOMORROW_2004,"ESSENTIALLY A NATURAL-DISASTER SCI FI PICTURE WITH LITTLE MILITARY PORTRAYAL ASIDE FROM DISASTER RELIEF, ETC. APPROVED PARTICIPATION OF ARMY NATIONAL GUARD ROTARY WING, VEHICLES, MILITARY POLICE (WITH DOGS), EXTRAS, ETC, FILMING NEAR FORT BLISS, III. OTHER ROTARY WING FILMING TOOK PLACE NEAR MONTREAL, CANADA.",
"GREAT RAID, THE",,LIMITED,Assisted,2005,,,,,"GREAT RAID, THE_2005","ASSISTANCE APPROVED, BUT NONE WAS REQUESTED AT FIRST, ASIDE FROM HISTORICAL AND TECHNICAL ADVICE, WHICH THE CENTER FOR MILITARY HISTORY, ARMY, AND DOD PROVIDED IN PRODIGIOUS QUANTITIES, AND OF WHICH ALL SIGNIFICANT (AND MUCH INSIGNIFICANT) WAS UNHESITATINGLY INCORPORATED. AT ONE POINT THE ARMY WAS POISED TO PROVIDE A HISTORIC SHERMAN TANK FOR FILMING (IN AUSTRALIA AS THE PHILIPPINES) WHEN THE PRODUCTION COMPANY WITHDREW ITS REQUEST FOR THE TANK.",
TUGGER,,APPROVED,Assisted,2005,,,,,TUGGER_2005,"APPROVED WHAT IS ESSENTIALLY NON-PRODUCTION ASSISTANCE: TECHNICAL ADVICE, STOCK FOOTAGE, RESEARCH, INTERVIEWS, ETC. THIS IS AN ANIMATED FILM FOR CHILDREN THAT FEATURE THE USAF THUNDERBIRDS.",
WAR OF THE WORLDS,,OTHER,Not assisted,2005,6.5,Paramount Pictures,603873119,132000000,WAR OF THE WORLDS_2005,"REMAKE OF THE HG WELLS CLASSIC. STARRING TOM CRUISE AND TIM ROBBINS, DIRECTED BY STEVEN SPIELBERG. ARMY SUPPORTED WITH SOLDIERS AND VEHICLES IN CONNECTICUT, NEW JERSEY, VIRGINIA; USMC 1ST TANK BATTALION AND 1ST LAR BN PROVIDED VEHICLE AND PERSONNEL SUPPORT. SHOOTING TOOK PLACE 28 FEB — 7 MARCH JUST NORTH OF LA.",
INTERCEPTOR,,DENIED,Not assisted,,,,,,INTERCEPTOR_,"INACCURATE DEPICTIONS OF OPERATIONS, SECURITY, PROCEDURES, MISSIONS, DECLINED USE OF LOCKHEED STOCK FOOTAGE OF F-118A, NO RECORD OF FILM BEING MADE.",
STEALTH,,APPROVED,Assisted,2005,5.1,Columbia Pictures,79268322,135000000,STEALTH_2005,NULL,
NUMB3RS,ALL'S FAIR,APPROVED,Assisted,2006,,,,,NUMB3RS_2006,"APPROVED FILMING FOR AT JOINT FORCES TRAINING BASE, LOS ALAMITOS, CALIFORNIA, ON FEBRUARY 22, INCLUDING SEVERAL INTERIOR AND EXTERIOR SITES AND OFF-DUTY MILITARY PERSONNEL AS EXTRAS.",
UNITED 93,,APPROVED,Assisted,2006,7.6,Universal Pictures,76700659,15000000,UNITED 93_2006,"APPROVED A VERY MODEST AMOUNT OF ASSISTANCE, PRIMARILY IN THE FORM OF ACTUAL AIR FORCE AIR DEFENSE OFFICERS AND ENLISTED PERSONNEL (SEVERAL WHO HAD BEEN ON DUTY IN THE ROME, NY, AIR DEFENSE CENTER ON 9/11) ON THE SET FOR A WEEK OR SO IN LONDON WHERE THE NORTH AMERICAN AIR DEFENSE SECTOR HAD BEEN SKILLFULLY RECREATED. EARLIER PLANS TO REENACT AIR DEFENSE FIGHTERS SCRAMBLING HAD BEEN APPROVED BUT THE FILMMAKERS DECIDED THESE WEREN'T NECESSARY. THIS PICTURE IS UNIQUE IN HAVING NO ACTUAL SCRIPT, ONLY A TREATMENT, AS THE DIRECTOR WANTED TO CREATE A CINEMA-VERITE STYLE, WITH ""REAL PEOPLE"" AND ACTORS IMPROVISING ON THE SET. THIS LED TO SOME AWKWARDNESS THE FIRST DAY OF FILMING, BUT GRADUALLY THINGS WORKED OUT, AS THE ACTORS BASICALLY STARTED MEMORIZING THEIR LINES THAT WORKED TECHNICALLY AND DRAMATICALLY",
TRANSFORMERS,,APPROVED,Assisted,2007,7,Dreamworks Pictures,709709780,150000000,TRANSFORMERS_2007,"APPROVED FILMING WITH ARMY & AIR FORCE AIRCRAFT (FLYING AND STATIC), VEHICLES, AND PERSONNEL AT EDWARDS, HOLLOMAN, AND KIRTLAND AIR FORCE BASE, WHITE SANDS MISSILE RANGE, AND VARIOUS CIVILIAN LOCATIONS. MILITARY EXTRAS SERVED AS BACKGROUND AT THESE INSTALLATIONS AND ALSO ON SETS IN THE LOS ANGELES AREA, PRINCIPALLY A PENTAGON COMMAND CENTER SET. ALSO FILMED AN ARMY BLACK HAWK HELICOPTER APPROACHING AND LANDING AT THE PENTAGON HELIPAD (AERIAL AND GROUND PHOTOGRAPHY).",
BUFFALO SOLDIERS,,APPROVED,Assisted,,,,,,BUFFALO SOLDIERS_,"APPROVED USE OF EXTERIOR FILMING AT FORT HUACHUCA PARADE GROUND AND INTERIOR FILMING AT FORT HUACHUCA, MUSEUM — TOTAL TIME 1 WEEK — AS OF 9-17-92, NO FILMING HAD TAKEN PLACE (MONEY PROBLEMS?) NO RECORD OF FILM BEING MADE",
I AM LEGEND,,APPROVED,Assisted,2007,7.2,Warner Bros.,585410052,150000000,I AM LEGEND_2007,"APPROVED FILMING NIGHT EXTERIOR IN NYC NEAR BROOKLYN BRIDGE. INVOLVED ARMY STRYKER ARMORED VEHICLES (SUPPLIED WITH CREWS FROM CONTRACTOR BECAUSE NO OTHERS WERE AVAILABLE), ""HUMVEES,"" BLACK HAWK HELICOPTER, AND APPROXIMATELY 80 SOLDIERS AS EXTRAS, ALL THESE FROM THE NY NATIONAL GUARD.",
THE VISITING,THE INVASION (REMAKE OF THE INVASION OF THE BODY SNATCHERS),APPROVED,Assisted,2007,,,,,THE VISITING_2007,"APPROVED FLYING ARMY UH-60 BLACK HAWK HELICOPTER (FROM FT BELVOIR) TO ENACT A RESCUE MILITARY RESCUE SCENE FOR END OF PICTURE. SCENE FILMED ON A ROOFTOP IN DOWNTOWN BALTIMORE. A TROUBLED PICTURE, FIRED DIRECTOR, REDONE ENDING. THERE WAS ADDITIONAL FILMING WITH A STATIC BLACK HAWK IN LA FOR REVISED ENDING.",Y
"VISITOR, THE",,APPROVED,Assisted,2007,,,,,"VISITOR, THE_2007","APPROVED FILMING WITH AN ARMY BLACK HAWK HELICOPTER AND EIGHT SOLDIERS IN BATTLE GEAR, ATOP A HIGH RISE BUILDING (POLICE HQ) IN BALTIMORE, MD, FOR TWO EVENINGS, TO ENACT A MILITARY RESCUE SEOUL EN CE.",
MAJOR MOVIE STAR,,APPROVED,Assisted,2008,,,,,MAJOR MOVIE STAR_2008,"APPROVED FILMING AT NATIONAL GUARD CAMP MINDEN, LA, FOR APPROXIMATELY 20 DAYS. INVOLVES ARMY VEHICLES (TRUCKS, HUMVEES, ETC) AND OPERATORS; OFF-DUTY SOLDIERS, ACCESS TO TRAINING AREAS SUCH AS BAYONET ASSAULT COURSE.",
"DAY THE EARTH STOOD STILL, THE",,APPROVED,Assisted,2008,,,,,"DAY THE EARTH STOOD STILL, THE_2008","THIS PICTURE WAS FILMED MOSTLY IN VANCOUVER, B.C., WITH MILITARY EQUIPMENT RENTED FROM VARIOUS COMMERCIAL VENDORS. GENERAL DYNAMICS FURNISHED AN ARMY STRYKER VEHICLE AND CREW FOR ONE SCENE, BUT THE ONLY ACTUAL ASSISTANCE WAS PROVIDED ON SET BY DOD (PHIL STRUB) AND ARMY TECHNICAL ADVISOR (LIEUTENANT COLONEL TODD BREASSEALE). AN EXTENDED WRITERS GUILD STRIKE HAD OBVIATED MAKING THE USUAL PAGE CHANGES, SO ALL ISSUES HAD TO BE (AND WERE SUCCESSFULLY) RESOLVED ON SET DURING PRODUCTION.",y
ARMY WIVES,STRANGERS IN A STRANGE LAND,APPROVED,Assisted,2008,,,,,ARMY WIVES_2008,"APPROVED FILMING FOR SEVERAL HOURS IN THE BASE EXCHANGE AT CHARLESTON AIR FORCE BASE, SC, FOR A DIALOGUE SEQUENCE PORTRAYING FAMILY MEMBERS SHOPPING.",
THE LADY TAKES AN ACE,DSAT,DENIED,Not assisted,,,,,,THE LADY TAKES AN ACE_,"MINOR MILITARY INVOLVEMENT, BUT NAVAL AVIATOR BACKGROUND — NEGATIVE, STEREOTYPICAL AVIATOR BEHAVIOR u UN REALISTIC DEPICTION OF MISSIONS. NO RECORD OF FILM BEING MADE",
TRANSFORMERS: REVENGE OF THE FALLEN,TRANSFORMERS II,APPROVED,Assisted,2009,6,Dreamworks Pictures,836303693,200000000,TRANSFORMERS: REVENGE OF THE FALLEN_2009,DOD SUPPORT NOTIFICATION LETTER SIGNED — PHASE 1,
TAKING CHANCE,,APPROVED,Assisted,2009,,,,,TAKING CHANCE_2009,"Very little actual production support - some minor equipment borrowed from the 512th Memorial Affairs Squadron, Dover AFB, DE. Mostly provided staffing services, obtaining approval for research at Dover, etc. This was a feature length picture produced by HBO, starring Kevin Bacon.",
IRON MAN II,,APPROVED,Assisted,2010,,,,,IRON MAN II_2010,"Most of the military scenes were also filmed at Edwards. From a technical standpoint we provided unclassified technological specs, set up research trips to Air Force Bases, and gave the visual effects department access so they could meticulously and accurately reflect realistic aircraft markings on the War Machine character. The Air Force assisted in designing the war machine markings and featured the 412th flight test center. Approximately 200 airmen from Edwards, and 26 from Los Angeles Air Force bases were used as extras for filming. Airmen played a variety of roles to include flight operations and aircraft maintenance and tower personnel. In addition, 26 airmen from LAAFB participated as extras for a closing ceremony scene featured at the end of the film.",Y
